D_Loss_Real,D_Loss_Fake,G_Loss
0.47215974,0.47242558,0.47267315
0.47212398,0.47238097,0.47263908
0.47209248,0.47234657,0.4726052
0.47206035,0.47231597,0.47255784
0.47201458,0.472273,0.47253138
0.4719902,0.47225326,0.47251034
0.4719707,0.47222856,0.4724873
0.4719499,0.47220218,0.47245273
0.47191745,0.4721655,0.4724205
0.4718866,0.47213247,0.47237453
0.47184244,0.47209042,0.47234195
0.47181123,0.47206065,0.4723175
0.47178861,0.4720411,0.4722914
0.47176456,0.47201815,0.47226793
0.4717429,0.47199398,0.4722416
0.47171825,0.4719621,0.47221306
0.4716917,0.47193792,0.47218874
0.4716687,0.4719128,0.47216
0.47164193,0.4718804,0.47211692
0.47160035,0.471854,0.4720978
0.4715833,0.47182715,0.47207636
0.4715634,0.47180614,0.47204322
0.4715319,0.47177124,0.47200108
0.47149166,0.4717299,0.4719703
0.47146237,0.47169843,0.4719276
0.4714215,0.47166085,0.4718992
0.47139445,0.471633,0.47187385
0.47137097,0.47160804,0.47184116
0.47133964,0.471576,0.47180077
0.47130087,0.47154048,0.4717731
0.47127482,0.47150898,0.4717459
0.47124925,0.4714996,0.47173318
0.47123808,0.47148412,0.47171497
0.47122142,0.47146437,0.47169414
0.47120216,0.47144392,0.47167483
0.47118434,0.47142413,0.47165725
0.47116834,0.4713999,0.4716276
0.47114033,0.471384,0.4716046
0.47111884,0.47135046,0.471578
0.47109386,0.47131786,0.47154763
0.47106507,0.4713052,0.47152135
0.4710403,0.47126904,0.4715023
0.4710226,0.47125062,0.47147688
0.47099876,0.47123656,0.4714542
0.4709775,0.47120163,0.4714287
0.4709535,0.47117218,0.47139487
0.47092137,0.47114184,0.47137392
0.47090143,0.47111753,0.4713489
0.47087818,0.47109678,0.47132877
0.47085932,0.4710773,0.4713053
0.47083732,0.47106892,0.4712946
0.47082797,0.47104615,0.47127366
0.4708083,0.47102484,0.47124505
0.47078145,0.47099778,0.47121733
0.4707551,0.47097498,0.4711992
0.47073826,0.47095326,0.4711748
0.47071525,0.47093284,0.4711527
0.47069442,0.47090656,0.4711274
0.47067034,0.4708817,0.47110784
0.4706523,0.47087574,0.47109538
0.47064102,0.4708574,0.47107622
0.47062317,0.4708342,0.47104913
0.4705976,0.4708134,0.47102985
0.47057974,0.47083235,0.4710415
0.4705926,0.47083512,0.47104648
0.4705995,0.47081405,0.47102338
0.47057745,0.47078475,0.4709989
0.47055444,0.47076115,0.47097558
0.47053206,0.47073597,0.4709505
0.47050843,0.47071466,0.4709173
0.4704761,0.4706793,0.4708956
0.4704563,0.47065488,0.47087166
0.4704333,0.47064152,0.4708571
0.47042015,0.47061977,0.4708335
0.4703979,0.47059596,0.4708134
0.47037905,0.47058153,0.4707921
0.47035858,0.4705663,0.47078037
0.47034827,0.47054625,0.4707555
0.47032467,0.4705245,0.47073358
0.47030386,0.47050318,0.47071043
0.47028217,0.470481,0.47067738
0.47025046,0.47045222,0.47066188
0.47023588,0.4704364,0.47063777
0.47021237,0.47041136,0.4706255
0.47020212,0.4704049,0.47061294
0.47019002,0.4703902,0.4705928
0.47017112,0.4703628,0.4705622
0.47014147,0.4703403,0.47055405
0.47013468,0.47033414,0.4705452
0.4701267,0.47033122,0.47051996
0.47010303,0.47030273,0.47049686
0.4700806,0.4702808,0.47048402
0.47006938,0.4702712,0.470466
0.47005206,0.47027862,0.4704718
0.47005883,0.47024545,0.47044522
0.47003388,0.47022656,0.47042707
0.47001633,0.4702164,0.4704093
0.4699997,0.47018838,0.47037682
0.4699688,0.47016293,0.47036096
0.4699536,0.47014794,0.47034305
0.46993703,0.4701231,0.47031957
0.46991453,0.470114,0.47030684
0.46990263,0.47009492,0.47028726
0.46988446,0.47007832,0.4702754
0.4698736,0.47006693,0.47025162
0.46985078,0.47004256,0.4702368
0.46983677,0.47002447,0.47022557
0.46982664,0.4700267,0.47021535
0.46981743,0.47000456,0.47019714
0.46980023,0.46998978,0.47018296
0.46978697,0.46998468,0.47017476
0.4697802,0.46996424,0.4701511
0.46975717,0.4699401,0.47013324
0.46974045,0.46992952,0.47011596
0.46972463,0.46991196,0.47009927
0.46970877,0.46989605,0.47008482
0.46969527,0.4698818,0.47006908
0.46968034,0.46986485,0.47004846
0.46966073,0.4698453,0.4700357
0.46964866,0.4698324,0.4700192
0.4696334,0.46982276,0.4700068
0.46962208,0.4698139,0.46999684
0.46961278,0.46979937,0.46997628
0.46959308,0.46978107,0.46996415
0.46958217,0.46976236,0.4699445
0.46956313,0.4697503,0.4699302
0.46954978,0.46973142,0.46990982
0.46953022,0.4697157,0.4698933
0.46951467,0.4697252,0.469905
0.46952754,0.469716,0.46989325
0.46951646,0.46970043,0.46988043
0.46950474,0.46968883,0.46986577
0.46949092,0.46967718,0.46985692
0.4694832,0.46966547,0.4698414
0.46946865,0.4696537,0.4698258
0.46945363,0.46963888,0.46981347
0.46944243,0.4696249,0.4697989
0.4694291,0.46961445,0.46978927
0.46942005,0.46960065,0.4697696
0.4694011,0.46957818,0.4697535
0.4693858,0.46956208,0.46973926
0.4693729,0.46955186,0.46972838
0.4693626,0.46954033,0.46971273
0.46934786,0.4695243,0.46969458
0.4693304,0.46950492,0.46967694
0.46931344,0.4694876,0.46966028
0.46929786,0.46947253,0.4696465
0.46928495,0.46946746,0.46963963
0.4692789,0.46945506,0.46962476
0.4692648,0.4694373,0.4696064
0.4692473,0.46942255,0.46959114
0.46923268,0.46940702,0.46957552
0.46921796,0.4693885,0.4695605
0.46920422,0.469381,0.46954948
0.46919355,0.46936494,0.46953323
0.46917826,0.46934572,0.46951592
0.46916163,0.46932885,0.4694962
0.4691428,0.46931374,0.46948346
0.46913108,0.46930274,0.46947038
0.46911842,0.46928787,0.46945295
0.4691019,0.46927235,0.46943504
0.4690848,0.4692532,0.46942088
0.46907154,0.4692422,0.46940804
0.46905944,0.46922907,0.46939424
0.46904653,0.46921223,0.46938258
0.46903557,0.46919805,0.46936685
0.4690206,0.46918225,0.46935022
0.46900466,0.46917036,0.46933722
0.46899235,0.469155,0.46932697
0.468983,0.46914834,0.46931386
0.46897078,0.46913388,0.4692984
0.46895579,0.46911755,0.4692812
0.46893942,0.46910563,0.4692732
0.46893218,0.46909362,0.46926147
0.46892115,0.46908283,0.46925133
0.4689117,0.4690728,0.46924344
0.46890467,0.46906942,0.46923304
0.46889496,0.46905354,0.46921456
0.46887735,0.4690354,0.46919554
0.46885893,0.46901652,0.46918213
0.46884623,0.46902356,0.46918485
0.46884972,0.4690105,0.46916935
0.46883494,0.4689986,0.4691614
0.46882764,0.46898958,0.46914822
0.4688153,0.4689762,0.4691347
0.46880242,0.46896163,0.4691194
0.46878782,0.46894726,0.4691072
0.46877643,0.468937,0.469095
0.4687649,0.4689273,0.46908265
0.4687532,0.4689198,0.4690737
0.468745,0.4689111,0.46906444
0.4687364,0.4688988,0.46905228
0.46872506,0.46888688,0.46904054
0.46871388,0.46887255,0.46902713
0.46870115,0.4688666,0.4690181
0.4686929,0.46885028,0.46900403
0.46867946,0.46885064,0.46899223
0.46866825,0.46882764,0.46898067
0.46865755,0.46881506,0.46896785
0.46864533,0.4688085,0.46895757
0.46863586,0.46879646,0.46894932
0.46862823,0.46878988,0.4689435
0.46862313,0.46878165,0.4689307
0.46861097,0.46876583,0.46892068
0.46860158,0.46875274,0.46890604
0.46858755,0.4687409,0.46889234
0.46857437,0.46872926,0.46887356
0.4685564,0.4687061,0.4688622
0.46854565,0.46869716,0.46885255
0.46853665,0.46868682,0.46884006
0.46852475,0.46867788,0.46883014
0.46851557,0.46866405,0.46881554
0.46850157,0.4686519,0.46880606
0.4684927,0.46864012,0.46879268
0.46847993,0.46862963,0.46877632
0.46846431,0.4686144,0.46876538
0.46845388,0.46860278,0.4687493
0.46843866,0.46859604,0.46874487
0.4684346,0.46858385,0.46872982
0.4684203,0.46856952,0.46872047
0.46841154,0.4685583,0.46870935
0.4684013,0.46854806,0.46869785
0.46839005,0.46853444,0.46868667
0.46837956,0.4685249,0.4686761
0.46836954,0.46851858,0.46866855
0.46836254,0.4685063,0.46865627
0.468351,0.46849814,0.46865034
0.46834558,0.46849188,0.46863967
0.4683356,0.4684812,0.46862864
0.4683253,0.46847185,0.46861944
0.46831664,0.46846363,0.4686092
0.46830696,0.46845388,0.4685948
0.468293,0.4684372,0.46858433
0.46828306,0.46843034,0.46857473
0.46827433,0.46842077,0.46856686
0.468267,0.46841025,0.46855596
0.46825656,0.46840176,0.46854547
0.46824685,0.46839318,0.46853718
0.46823886,0.46838433,0.46852803
0.46823046,0.4683739,0.46851632
0.46821922,0.46836615,0.4685082
0.4682117,0.46835548,0.468498
0.46820202,0.46834704,0.46848798
0.46819255,0.46833512,0.46847662
0.46818188,0.4683273,0.46846923
0.46817493,0.46831992,0.46846077
0.46816713,0.46831146,0.46845022
0.46815714,0.46829847,0.46843895
0.4681464,0.46829134,0.4684303
0.4681383,0.4682814,0.46841976
0.46812835,0.4682717,0.46841058
0.46811974,0.4682619,0.4683996
0.4681093,0.46825165,0.468391
0.46810114,0.46824282,0.4683793
0.4680901,0.46823427,0.46837056
0.4680818,0.46822533,0.46836153
0.46807325,0.46821454,0.46835127
0.46806368,0.46820518,0.46834096
0.46805376,0.4681935,0.46832907
0.46804246,0.46818328,0.4683145
0.4680284,0.46817368,0.468308
0.4680224,0.46816447,0.46829864
0.4680136,0.46815327,0.46828878
0.46800444,0.4681734,0.4683081
0.4680241,0.4681653,0.4682982
0.46801472,0.46815443,0.46828935
0.46800646,0.46814513,0.46828014
0.46799773,0.46813485,0.46826842
0.4679866,0.46812338,0.4682565
0.46797535,0.46811324,0.46824864
0.46796778,0.46810538,0.46824005
0.46795973,0.46809658,0.46823215
0.4679523,0.4680873,0.46822196
0.46794274,0.46807697,0.46821156
0.46793276,0.4680688,0.46820104
0.46792278,0.4680592,0.468193
0.46791524,0.46804985,0.4681842
0.46790695,0.46804118,0.46817303
0.4678962,0.46803156,0.46816432
0.4678879,0.4680213,0.46815455
0.46787897,0.4680112,0.46814352
0.46786824,0.46801373,0.4681455
0.46787074,0.4680018,0.4681337
0.46785954,0.46799392,0.46812522
0.46785155,0.46798494,0.46811667
0.4678434,0.46797618,0.468108
0.46783516,0.46796903,0.46809977
0.46782744,0.46795982,0.46809104
0.46781915,0.46795127,0.468082
0.4678107,0.46794143,0.46807218
0.46780127,0.46793786,0.46806827
0.4677979,0.46792915,0.4680605
0.46779045,0.46792153,0.46805185
0.46778244,0.46791384,0.46804413
0.46777517,0.46790636,0.46803528
0.46776703,0.4678969,0.46802634
0.46775815,0.46788898,0.46801794
0.4677504,0.46788147,0.46800473
0.4677376,0.46786824,0.4679971
0.46773055,0.46785936,0.467988
0.46772185,0.46785384,0.46798006
0.4677145,0.46784467,0.4679734
0.46770817,0.46783754,0.4679648
0.46769992,0.4678292,0.46795633
0.46769193,0.46782035,0.46794784
0.46768403,0.46781078,0.46793744
0.46767384,0.467802,0.4679301
0.46766698,0.46779317,0.46791866
0.46765617,0.46778288,0.46791005
0.46764797,0.4677752,0.4678976
0.46763572,0.46776155,0.46788803
0.46762666,0.4677524,0.46787837
0.4676175,0.46774375,0.46787003
0.46760944,0.46773526,0.4678601
0.46760002,0.46772876,0.46784925
0.4675896,0.46771565,0.46784037
0.46758112,0.4677067,0.4678317
0.46757317,0.46769977,0.467825
0.46756664,0.46769246,0.46781793
0.46756002,0.46768683,0.46780896
0.46755147,0.46767882,0.46780136
0.46754438,0.46766946,0.46779248
0.46753594,0.46766067,0.46778533
0.46752912,0.46765277,0.46777624
0.4675206,0.46764615,0.46777087
0.46751553,0.46763834,0.4677617
0.46750677,0.4676298,0.46775416
0.46749973,0.46762437,0.4677477
0.4674936,0.46761778,0.46774137
0.4674877,0.4676101,0.46772707
0.46747383,0.46759793,0.46772033
0.46746752,0.46759138,0.46771342
0.46746102,0.4675831,0.46770307
0.46745107,0.46757814,0.467697
0.4674454,0.46756753,0.46768954
0.46743828,0.4675614,0.46768108
0.46743023,0.46755007,0.4676714
0.467421,0.46754324,0.4676625
0.46741247,0.4675333,0.4676519
0.46740228,0.46752283,0.46764264
0.46739343,0.46751434,0.4676314
0.46738258,0.46750626,0.46762717
0.46737877,0.4675004,0.46762013
0.46737212,0.46749544,0.46761447
0.46736684,0.46749914,0.46761683
0.46736956,0.46748933,0.46760744
0.46736062,0.46747977,0.46759847
0.4673521,0.46747345,0.46759343
0.4673474,0.4674674,0.467587
0.46734133,0.4674677,0.46758804
0.46734276,0.4674628,0.46758386
0.46733916,0.46745783,0.46757993
0.46733546,0.46745253,0.46757355
0.46732953,0.4674455,0.467565
0.4673213,0.46743998,0.46755737
0.4673141,0.46743208,0.46755072
0.46730784,0.46742457,0.46754286
0.4673004,0.46741927,0.46753728
0.4672952,0.46741277,0.4675299
0.46728835,0.46740618,0.46752566
0.46728438,0.46740112,0.46751776
0.46727675,0.46739277,0.46750844
0.46726787,0.46738538,0.46750218
0.46726197,0.46737757,0.46749276
0.46725288,0.4673692,0.4674849
0.46724546,0.46736124,0.46747607
0.46723706,0.46735275,0.46746862
0.4672299,0.46734607,0.46746108
0.46722272,0.4673401,0.4674545
0.46721652,0.46733165,0.46744588
0.4672082,0.46732414,0.46743992
0.4672027,0.46731773,0.4674315
0.4671945,0.46731263,0.46742648
0.46719003,0.4673096,0.46742284
0.4671867,0.46730295,0.4674174
0.46718153,0.46729866,0.46741197
0.4671765,0.46729395,0.46740592
0.4671708,0.46728456,0.46739757
0.46716288,0.46727785,0.46738577
0.46715146,0.46726492,0.4673768
0.46714276,0.46725747,0.46736982
0.46713626,0.46725267,0.46736053
0.46712723,0.46724313,0.46735474
0.46712178,0.46723688,0.46734902
0.46711633,0.46723014,0.4673412
0.467109,0.46722427,0.4673341
0.46710214,0.46721593,0.46732485
0.4670933,0.46720642,0.46731755
0.46708632,0.4672027,0.46731192
0.46708104,0.46719623,0.46730614
0.4670756,0.4671897,0.46730095
0.46707073,0.4671849,0.46729308
0.4670632,0.4671771,0.46728534
0.46705577,0.46717086,0.46727958
0.46705037,0.46716183,0.4672717
0.4670428,0.46715552,0.46726623
0.46703774,0.46714962,0.46725997
0.46703178,0.46714434,0.46725413
0.46702623,0.46713692,0.46724808
0.46702054,0.46713144,0.46723652
0.4670093,0.46711835,0.46722916
0.4670023,0.46712935,0.46723655
0.46701002,0.46712175,0.46723145
0.46700525,0.46711653,0.46722338
0.46699753,0.4671084,0.46721503
0.4669896,0.4670994,0.46720177
0.46697655,0.46708554,0.46719348
0.4669686,0.46707925,0.46718457
0.46696,0.46707422,0.4671824
0.46695822,0.4670684,0.46717557
0.46695173,0.467061,0.46716744
0.46694386,0.46705213,0.46715963
0.46693647,0.46704486,0.4671523
0.4669294,0.46703833,0.4671466
0.466924,0.46703377,0.46714044
0.46691823,0.4670267,0.46713263
0.4669108,0.46701956,0.4671276
0.46690598,0.46701464,0.46712232
0.466901,0.4670076,0.46711355
0.46689254,0.4670013,0.46710604
0.46688536,0.46699458,0.46709907
0.46687868,0.46699128,0.46709606
0.466876,0.46698412,0.46708852
0.46686882,0.4669755,0.46708027
0.46686086,0.46697164,0.46707603
0.46685708,0.4669689,0.46707505
0.46685627,0.46696165,0.46706724
0.46684894,0.46695507,0.46705946
0.46684134,0.4669482,0.46705472
0.46683693,0.46694633,0.46705014
0.46683267,0.46693945,0.46704444
0.4668273,0.46693164,0.46703663
0.46681967,0.46692362,0.46703038
0.4668138,0.46692714,0.46703288
0.4668166,0.46692088,0.46702564
0.46680978,0.46691674,0.46701953
0.46680382,0.46690962,0.46701565
0.4668002,0.46690556,0.46700874
0.46679375,0.46689972,0.46700284
0.46678808,0.46689412,0.46699664
0.4667822,0.4668867,0.46698952
0.46677527,0.46688208,0.46698403
0.46677017,0.46687728,0.46698055
0.46676695,0.46687275,0.46697438
0.46676102,0.4668636,0.46696237
0.46674937,0.466855,0.46695808
0.46674535,0.46685165,0.46695346
0.46674097,0.4668442,0.46694708
0.466735,0.46684533,0.46694815
0.46673638,0.46683887,0.4669413
0.46672976,0.46683514,0.4669379
0.46672663,0.4668324,0.46693364
0.46672264,0.46682677,0.46692815
0.4667175,0.46681836,0.46692
0.46670958,0.4668121,0.46691343
0.46670333,0.46680725,0.4669101
0.46670023,0.46680543,0.46690682
0.46669728,0.4668006,0.46690327
0.46669403,0.466796,0.46689773
0.46668875,0.46678954,0.4668904
0.46668184,0.46678323,0.46688524
0.46667683,0.46677813,0.4668792
0.4666712,0.4667727,0.4668701
0.4666622,0.46676344,0.466866
0.4666584,0.46675828,0.4668624
0.46665522,0.46675423,0.46685675
0.46664974,0.46675006,0.4668536
0.46664694,0.46674767,0.46685016
0.4666437,0.46674114,0.46684292
0.46663672,0.46673545,0.46683836
0.46663246,0.46673295,0.46683306
0.46662742,0.46672568,0.4668285
0.46662316,0.4667226,0.46682286
0.46661776,0.46671638,0.46681726
0.4666125,0.4667137,0.46681443
0.4666099,0.46671176,0.46680757
0.46660325,0.46670136,0.46680138
0.46659735,0.4667041,0.46680588
0.4666021,0.46670443,0.4668047
0.46660128,0.46670094,0.4668016
0.46659845,0.46669754,0.46679702
0.4665942,0.46669412,0.46679237
0.4665898,0.46668786,0.46678624
0.4665841,0.46668258,0.46678028
0.46657822,0.46667516,0.46677458
0.46657297,0.46667117,0.46676964
0.4665683,0.46666706,0.46676624
0.46656507,0.46666223,0.4667615
0.46656078,0.46665907,0.46675482
0.46655416,0.46665153,0.46675006
0.46654958,0.46664795,0.46674627
0.46654603,0.46664202,0.46674052
0.4665407,0.46663845,0.46673557
0.4665359,0.46663195,0.46672982
