Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,Threat Score,Threat Level,Defense Action
ISSUE-0211,KEY-0211,Weak Authentication Protocols,1,Access Control,Critical,Closed,Reporter 9,Assignee 14,2023-06-23,2023-06-24 00:00:00.000000,1,17.06,Critical,HR,Steps to resolve Weak Authentication Protocols,402704.0,KPI,User_41,2023-06-23 18:18:00,login,CANADA,UK,2416,26,6,8651.0,9.511999999999999,Critical,Immediate Response
ISSUE-0212,KEY-0212,Weak Authentication Protocols,1,Access Control,High,Closed,Reporter 1,Assignee 12,2023-12-29,2024-01-02 00:00:00.000000,4,31.9,Critical,Sales,Steps to resolve Weak Authentication Protocols,834401.0,KPI,User_96,2023-12-29 14:39:00,file_access,UK,FR,900,26,17,1163.0,12.08,Critical,Immediate Response
ISSUE-0213,KEY-0213,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Critical,Open,Reporter 3,Assignee 6,2024-08-17,2024-11-20 10:01:53.785164,95,52.44,Critical,IT,Steps to resolve Increased Exposure due to Insufficient Data Encryption,2670974.0,KRI,User_54,2024-08-17 12:59:00,file_access,FR,FR,1807,42,17,4355.0,16.988,Critical,Immediate Response
ISSUE-0214,KEY-0214,Insufficient Access Control Measures,1,Control Effectiveness,Critical,Closed,Reporter 9,Assignee 3,2024-01-01,2024-01-08 00:00:00.000000,7,84.35,Critical,Legal,Steps to resolve Insufficient Access Control Measures,2645699.0,KPI,User_15,2024-01-01 14:56:00,login,CANADA,CANADA,1844,26,13,905.0,23.17,Critical,Immediate Response
ISSUE-0215,KEY-0215,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Critical,In Progress,Reporter 3,Assignee 10,2024-01-18,2024-11-20 10:01:53.785164,307,55.1,Critical,Operations,Steps to resolve Access by Unauthorized Personnel Detected,400904.0,KRI,User_90,2024-01-18 18:32:00,data_modification,DE,DE,900,26,6,1802.0,17.520000000000003,Critical,Immediate Response
ISSUE-0216,KEY-0216,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Medium,Closed,Reporter 2,Assignee 18,2024-05-26,2024-06-02 00:00:00.000000,7,37.45,Critical,HR,Steps to resolve Successful Phishing Attempt Targeting Executives,2171527.5,KRI,User_89,2024-05-26 14:01:00,data_modification,FR,FR,900,26,6,2397.5,12.290000000000003,Critical,Immediate Response
ISSUE-0217,KEY-0217,High-Volume Distributed Denial-of-Service Attack,1,DDOS,High,Closed,Reporter 6,Assignee 1,2023-05-04,2023-05-06 00:00:00.000000,2,93.95,Critical,Legal,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1660925.0,KRI,User_48,2023-05-04 10:52:00,file_access,CANADA,USA,900,28,21,5570.0,24.290000000000003,Critical,Immediate Response
ISSUE-0218,KEY-0218,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,High,Resolved,Reporter 5,Assignee 17,2023-08-28,2023-09-07 00:00:00.000000,10,80.01,Critical,HR,Steps to resolve Delayed Patching of Known Vulnerabilities,2198726.0,KPI,User_7,2023-08-28 00:02:00,login,FR,FR,1329,26,13,896.0,21.902,Critical,Immediate Response
ISSUE-0219,KEY-0219,Insufficient Access Control Measures,1,Control Effectiveness,Low,Open,Reporter 5,Assignee 8,2024-06-19,2024-11-20 10:01:53.785164,154,68.19,Critical,Finance,Steps to resolve Insufficient Access Control Measures,2240862.5,KPI,User_78,2024-06-19 11:24:00,file_access,DE,DE,900,26,12,812.5,17.738,Critical,Immediate Response
ISSUE-0220,KEY-0220,Outdated Operating System Components,1,System Vulnerability,High,Resolved,Reporter 7,Assignee 11,2024-05-15,2024-05-20 00:00:00.000000,5,67.64,Critical,Sales,Steps to resolve Outdated Operating System Components,1030601.0,KPI,User_13,2024-05-15 01:40:00,data_modification,DE,DE,1622,26,17,6320.0,19.228,Critical,Immediate Response
ISSUE-0221,KEY-0221,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,High,Resolved,Reporter 6,Assignee 7,2023-01-19,2023-01-26 00:00:00.000000,7,39.03,Critical,Finance,Steps to resolve Successful Phishing Attempt Targeting Executives,1674893.0,KRI,User_84,2023-01-19 06:14:00,data_modification,Unknown,Unknown,1271,26,13,2156.0,13.506000000000002,Critical,Immediate Response
ISSUE-0222,KEY-0222,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Critical,Resolved,Reporter 2,Assignee 12,2023-07-07,2023-07-10 00:00:00.000000,3,49.09,Critical,IT,Steps to resolve Non-Compliance with Data Protection Regulations,994610.0,KRI,User_59,2023-07-07 17:17:00,file_access,UK,UK,1022,26,13,701.0,15.918000000000001,Critical,Immediate Response
ISSUE-0223,KEY-0223,Outdated Operating System Components,1,System Vulnerability,Medium,Open,Reporter 5,Assignee 15,2024-02-28,2024-11-20 10:01:53.785164,266,96.5,Critical,Sales,Steps to resolve Outdated Operating System Components,415730.0,KPI,User_74,2024-02-28 02:13:00,data_modification,EU,EU,900,30,3,1725.0,23.900000000000002,Critical,Immediate Response
ISSUE-0224,KEY-0224,Supplier Security Compliance Gaps,1,Procurement Security,Medium,Resolved,Reporter 1,Assignee 11,2023-07-29,2023-08-07 00:00:00.000000,9,74.47,Critical,Sales,Steps to resolve Supplier Security Compliance Gaps,824377.5,KPI,User_80,2023-07-29 23:55:00,file_access,FR,Unknown,919,26,21,6710.0,19.894,Critical,Immediate Response
ISSUE-0225,KEY-0225,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Critical,In Progress,Reporter 9,Assignee 16,2024-11-02,2024-11-20 10:01:53.785164,18,29.13,Critical,Finance,Steps to resolve Increased Exposure due to Insufficient Data Encryption,2876135.0,KRI,User_21,2024-11-02 03:19:00,data_modification,JP,JP,2240,26,6,2654.0,12.326,Critical,Immediate Response
ISSUE-0226,KEY-0226,Inconsistent Review of Security Policies,1,Management Oversight,Critical,Resolved,Reporter 3,Assignee 3,2023-09-15,2023-09-20 00:00:00.000000,5,57.54,Critical,Operations,Steps to resolve Inconsistent Review of Security Policies,1228739.0,KPI,User_26,2023-09-15 03:10:00,data_modification,FR,FR,1195,26,24,4682.0,17.808000000000003,Critical,Immediate Response
ISSUE-0227,KEY-0227,Access by Unauthorized Personnel Detected,1,Unauthorized Access,High,Closed,Reporter 7,Assignee 8,2024-02-26,2024-03-05 00:00:00.000000,8,71.0,Critical,Sales,Steps to resolve Access by Unauthorized Personnel Detected,1128191.0,KRI,User_91,2024-02-26 18:14:00,data_modification,UK,UK,2472,26,13,7337.0,20.1,Critical,Immediate Response
ISSUE-0228,KEY-0228,Weak Authentication Protocols,1,Access Control,Medium,Open,Reporter 3,Assignee 7,2024-07-20,2024-11-20 10:01:53.785164,123,18.41,Critical,Operations,Steps to resolve Weak Authentication Protocols,758920.0,KPI,User_43,2024-07-20 14:30:00,data_modification,USA,CANADA,997,26,9,842.5,8.682,High,Lock Account & Alert
ISSUE-0229,KEY-0229,Incomplete Risk Management Framework,1,Risk Management Maturity,High,Resolved,Reporter 8,Assignee 1,2023-05-17,2023-05-23 00:00:00.000000,6,114.98,Critical,Legal,Steps to resolve Incomplete Risk Management Framework,2288597.0,KPI,User_34,2023-05-17 01:35:00,login,CANADA,CANADA,900,26,13,854.0,28.696,Critical,Immediate Response
ISSUE-0230,KEY-0230,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Medium,Open,Reporter 3,Assignee 18,2023-04-02,2024-11-20 10:01:53.785164,598,66.43,Critical,IT,Steps to resolve Weak Cloud Storage Access Controls,1110055.0,KRI,User_99,2023-04-02 23:54:00,file_access,AU,AU,900,26,6,1045.0,18.286,Critical,Immediate Response
ISSUE-0231,KEY-0231,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Medium,Resolved,Reporter 8,Assignee 15,2023-08-17,2023-08-22 00:00:00.000000,5,34.14,Critical,Operations,Steps to resolve Missing or Inaccurate Asset Records,1007692.5,KPI,User_72,2023-08-17 19:31:00,login,CN,CN,900,26,6,6410.0,11.628,Critical,Immediate Response
ISSUE-0232,KEY-0232,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Critical,Closed,Reporter 4,Assignee 11,2024-09-01,2024-09-05 00:00:00.000000,4,71.6,Critical,Operations,Steps to resolve Delayed Patching of Known Vulnerabilities,661931.0,KPI,User_84,2024-09-01 09:33:00,file_access,AU,AU,912,26,17,9974.0,20.62,Critical,Immediate Response
ISSUE-0233,KEY-0233,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Low,Closed,Reporter 9,Assignee 7,2024-04-02,2024-04-09 00:00:00.000000,7,71.14,Critical,Operations,Steps to resolve Delayed Patching of Known Vulnerabilities,1298370.0,KPI,User_58,2024-04-02 08:31:00,data_modification,CN,CN,1350,26,12,7390.0,18.128000000000004,Critical,Immediate Response
ISSUE-0234,KEY-0234,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Critical,In Progress,Reporter 4,Assignee 6,2023-02-21,2024-11-20 10:01:53.785164,638,89.24,Critical,Operations,Steps to resolve Insufficient Coverage in Annual Risk Assessment,2561906.0,KPI,User_18,2023-02-21 17:39:00,file_access,AU,AU,1605,26,21,1034.0,24.348,Critical,Immediate Response
ISSUE-0235,KEY-0235,Unauthorized Access Leading to Data Exposure,1,Data Breach,Medium,Resolved,Reporter 2,Assignee 17,2023-06-03,2023-06-08 00:00:00.000000,5,20.61,Critical,HR,Steps to resolve Unauthorized Access Leading to Data Exposure,362110.0,KRI,User_19,2023-06-03 08:00:00,login,FR,FR,1694,30,6,16070.0,8.922,High,Lock Account & Alert
ISSUE-0236,KEY-0236,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Low,Resolved,Reporter 6,Assignee 8,2023-06-11,2023-06-20 00:00:00.000000,9,57.99,Critical,Finance,Steps to resolve Insufficient Coverage in Annual Risk Assessment,125615.0,KPI,User_79,2023-06-11 11:29:00,login,CN,CN,1191,26,9,6142.5,15.698,Critical,Immediate Response
ISSUE-0237,KEY-0237,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,High,Resolved,Reporter 10,Assignee 18,2023-09-14,2023-09-23 00:00:00.000000,9,51.28,Critical,Finance,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,2621780.0,KRI,User_18,2023-09-14 23:34:00,login,AU,AU,1372,26,17,3647.0,16.156,Critical,Immediate Response
ISSUE-0238,KEY-0238,Incomplete Risk Management Framework,1,Risk Management Maturity,Critical,Resolved,Reporter 1,Assignee 2,2023-08-03,2023-08-10 00:00:00.000000,7,92.9,Critical,IT,Steps to resolve Incomplete Risk Management Framework,880940.0,KPI,User_34,2023-08-03 23:36:00,data_modification,Unknown,Unknown,900,26,6,1559.0,24.880000000000003,Critical,Immediate Response
ISSUE-0239,KEY-0239,Insufficient Access Control Measures,1,Control Effectiveness,High,Open,Reporter 2,Assignee 3,2023-11-17,2024-11-20 10:01:53.785164,369,7.7,High,Legal,Steps to resolve Insufficient Access Control Measures,1159193.0,KPI,User_21,2023-11-17 03:39:00,file_access,JP,JP,900,31,10,956.0,7.04,High,Lock Account & Alert
ISSUE-0240,KEY-0240,Weak Authentication Protocols,1,Access Control,High,Resolved,Reporter 9,Assignee 20,2023-03-21,2023-03-28 00:00:00.000000,7,46.11,Critical,Sales,Steps to resolve Weak Authentication Protocols,491684.0,KPI,User_85,2023-03-21 05:56:00,file_access,USA,CANADA,900,31,24,1103.0,14.922,Critical,Immediate Response
ISSUE-0241,KEY-0241,Incomplete Risk Management Framework,1,Risk Management Maturity,Low,In Progress,Reporter 8,Assignee 5,2024-08-13,2024-11-20 10:01:53.785164,99,23.81,Critical,Finance,Steps to resolve Incomplete Risk Management Framework,192925.0,KPI,User_10,2024-08-13 08:57:00,login,JP,JP,2836,26,12,2095.0,8.861999999999998,High,Lock Account & Alert
ISSUE-0242,KEY-0242,Unauthorized Access Leading to Data Exposure,1,Data Breach,Medium,Closed,Reporter 5,Assignee 5,2023-02-17,2023-02-21 00:00:00.000000,4,69.62,Critical,Sales,Steps to resolve Unauthorized Access Leading to Data Exposure,2247572.5,KRI,User_74,2023-02-17 09:18:00,file_access,CN,IN,2269,26,9,2155.0,18.724,Critical,Immediate Response
ISSUE-0243,KEY-0243,Unauthorized Access Leading to Data Exposure,1,Data Breach,Critical,Closed,Reporter 1,Assignee 9,2024-08-16,2024-08-24 00:00:00.000000,8,20.21,Critical,HR,Steps to resolve Unauthorized Access Leading to Data Exposure,2389685.0,KRI,User_76,2024-08-16 21:05:00,data_modification,JP,USA,2591,26,6,1337.0,10.542000000000002,Critical,Immediate Response
ISSUE-0244,KEY-0244,Unauthorized Access Leading to Data Exposure,1,Data Breach,Low,In Progress,Reporter 10,Assignee 7,2024-01-03,2024-11-20 10:01:53.785164,322,31.55,Critical,Finance,Steps to resolve Unauthorized Access Leading to Data Exposure,566542.5,KRI,User_97,2024-01-03 10:13:00,login,DE,DE,1220,27,3,2720.0,10.01,Critical,Immediate Response
ISSUE-0245,KEY-0245,Supplier Security Compliance Gaps,1,Procurement Security,High,Open,Reporter 10,Assignee 15,2023-03-08,2024-11-20 10:01:53.785164,623,66.01,Critical,Legal,Steps to resolve Supplier Security Compliance Gaps,1698200.0,KPI,User_21,2023-03-08 04:26:00,data_modification,UK,UK,900,26,21,692.0,19.102000000000004,Critical,Immediate Response
ISSUE-0246,KEY-0246,Unauthorized Access Leading to Data Exposure,1,Data Breach,Medium,Resolved,Reporter 10,Assignee 5,2024-05-09,2024-05-18 00:00:00.000000,9,59.36,Critical,IT,Steps to resolve Unauthorized Access Leading to Data Exposure,1285255.0,KRI,User_31,2024-05-09 12:50:00,file_access,IN,IN,900,26,6,2235.0,16.872,Critical,Immediate Response
ISSUE-0247,KEY-0247,Unauthorized Access Leading to Data Exposure,1,Data Breach,Low,Closed,Reporter 3,Assignee 17,2023-03-29,2023-03-30 00:00:00.000000,1,69.61,Critical,IT,Steps to resolve Unauthorized Access Leading to Data Exposure,715495.0,KRI,User_33,2023-03-29 02:41:00,data_modification,USA,USA,900,26,15,580.0,17.622,Critical,Immediate Response
ISSUE-0248,KEY-0248,Inconsistent Review of Security Policies,1,Management Oversight,Low,Closed,Reporter 8,Assignee 6,2023-07-20,2023-07-25 00:00:00.000000,5,119.5,Critical,Operations,Steps to resolve Inconsistent Review of Security Policies,1549297.5,KPI,User_1,2023-07-20 02:18:00,data_modification,EU,FR,1097,26,12,1595.0,27.800000000000004,Critical,Immediate Response
ISSUE-0249,KEY-0249,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Low,In Progress,Reporter 4,Assignee 2,2024-08-23,2024-11-20 10:01:53.785164,89,51.35,Critical,Operations,Steps to resolve Successful Phishing Attempt Targeting Executives,1260920.0,KRI,User_79,2024-08-23 12:28:00,data_modification,DE,DE,1040,26,12,1395.0,14.370000000000001,Critical,Immediate Response
ISSUE-0250,KEY-0250,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Medium,Open,Reporter 5,Assignee 7,2024-08-14,2024-11-20 10:01:53.785164,98,108.12,Critical,Sales,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,2382692.5,KPI,User_62,2024-08-14 10:22:00,data_modification,FR,FR,900,27,12,2890.0,26.624000000000002,Critical,Immediate Response
ISSUE-0251,KEY-0251,Inconsistent Review of Security Policies,1,Management Oversight,Critical,Resolved,Reporter 10,Assignee 12,2023-02-02,2023-02-09 00:00:00.000000,7,38.13,Critical,Sales,Steps to resolve Inconsistent Review of Security Policies,2785895.0,KPI,User_34,2023-02-02 12:31:00,login,IN,IN,900,26,31,8948.0,13.926000000000002,Critical,Immediate Response
ISSUE-0252,KEY-0252,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Low,Resolved,Reporter 6,Assignee 5,2023-09-21,2023-09-24 00:00:00.000000,3,49.21,Critical,Operations,Steps to resolve Non-Compliance with Data Protection Regulations,420310.0,KRI,User_70,2023-09-21 23:00:00,data_modification,DE,DE,2199,26,18,1625.0,13.542,Critical,Immediate Response
ISSUE-0253,KEY-0253,Detected Malware Infiltration in Internal Systems,1,Malware,Medium,In Progress,Reporter 7,Assignee 20,2023-06-29,2024-11-20 10:01:53.785164,510,24.77,Critical,IT,Steps to resolve Detected Malware Infiltration in Internal Systems,1460022.5,KRI,User_9,2023-06-29 07:42:00,file_access,CN,CN,1202,26,15,4070.0,9.954,Critical,Immediate Response
ISSUE-0254,KEY-0254,Outdated Operating System Components,1,System Vulnerability,Medium,In Progress,Reporter 1,Assignee 4,2024-02-04,2024-11-20 10:01:53.785164,290,38.29,Critical,IT,Steps to resolve Outdated Operating System Components,1233502.5,KPI,User_15,2024-02-04 15:17:00,file_access,AU,AU,1131,26,9,570.0,12.658000000000001,Critical,Immediate Response
ISSUE-0255,KEY-0255,Detected Malware Infiltration in Internal Systems,1,Malware,Low,Closed,Reporter 5,Assignee 12,2023-03-27,2023-03-31 00:00:00.000000,4,81.46,Critical,Sales,Steps to resolve Detected Malware Infiltration in Internal Systems,2055335.0,KRI,User_99,2023-03-27 14:50:00,data_modification,AU,AU,900,27,15,3547.5,20.192,Critical,Immediate Response
ISSUE-0256,KEY-0256,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Low,In Progress,Reporter 10,Assignee 8,2023-05-24,2024-11-20 10:01:53.785164,546,25.18,Critical,Legal,Steps to resolve Successful Phishing Attempt Targeting Executives,2184242.5,KRI,User_72,2023-05-24 04:48:00,login,JP,JP,900,26,18,2762.5,9.136,Critical,Immediate Response
ISSUE-0257,KEY-0257,Weak Authentication Protocols,1,Access Control,Medium,In Progress,Reporter 3,Assignee 5,2024-04-20,2024-11-20 10:01:53.785164,214,104.96,Critical,Legal,Steps to resolve Weak Authentication Protocols,2452310.0,KPI,User_69,2024-04-20 10:33:00,login,JP,JP,900,26,21,1732.5,25.992,Critical,Immediate Response
ISSUE-0258,KEY-0258,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Critical,In Progress,Reporter 10,Assignee 1,2023-01-31,2024-11-20 10:01:53.785164,659,56.0,Critical,Legal,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,788609.0,KPI,User_24,2023-01-31 15:46:00,data_modification,EU,EU,900,26,10,794.0,17.700000000000003,Critical,Immediate Response
ISSUE-0259,KEY-0259,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Medium,In Progress,Reporter 3,Assignee 9,2024-06-04,2024-11-20 10:01:53.785164,169,26.97,Critical,HR,Steps to resolve Increased Exposure due to Insufficient Data Encryption,605215.0,KRI,User_99,2024-06-04 12:54:00,login,AU,AU,900,26,3,5762.5,9.994,Critical,Immediate Response
ISSUE-0260,KEY-0260,Supplier Security Compliance Gaps,1,Procurement Security,Low,Resolved,Reporter 8,Assignee 16,2023-01-09,2023-01-15 00:00:00.000000,6,79.46,Critical,HR,Steps to resolve Supplier Security Compliance Gaps,1124245.0,KPI,User_9,2023-01-09 16:02:00,data_modification,USA,IN,900,26,15,3930.0,19.792,Critical,Immediate Response
ISSUE-0261,KEY-0261,Detected Malware Infiltration in Internal Systems,1,Malware,Low,In Progress,Reporter 6,Assignee 10,2023-08-24,2024-11-20 10:01:53.785164,454,63.95,Critical,Sales,Steps to resolve Detected Malware Infiltration in Internal Systems,169685.0,KRI,User_79,2023-08-24 02:47:00,file_access,FR,FR,2125,26,3,8325.0,16.490000000000002,Critical,Immediate Response
ISSUE-0262,KEY-0262,Insufficient Access Control Measures,1,Control Effectiveness,Low,In Progress,Reporter 2,Assignee 1,2023-07-21,2024-11-20 10:01:53.785164,488,51.99,Critical,Sales,Steps to resolve Insufficient Access Control Measures,1648247.5,KPI,User_32,2023-07-21 22:57:00,login,USA,USA,2492,26,6,5695.0,14.498000000000001,Critical,Immediate Response
ISSUE-0263,KEY-0263,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Critical,Resolved,Reporter 1,Assignee 2,2023-03-13,2023-03-18 00:00:00.000000,5,26.58,Critical,Sales,Steps to resolve Access by Unauthorized Personnel Detected,988136.0,KRI,User_87,2023-03-13 11:10:00,file_access,IN,IN,1993,28,10,3056.0,11.616,Critical,Immediate Response
ISSUE-0264,KEY-0264,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Low,Open,Reporter 10,Assignee 11,2024-07-01,2024-11-20 10:01:53.785164,142,19.57,Critical,IT,Steps to resolve Access by Unauthorized Personnel Detected,444205.0,KRI,User_42,2024-07-01 11:23:00,data_modification,AU,AU,1309,26,15,845.0,8.014,High,Lock Account & Alert
ISSUE-0265,KEY-0265,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Low,In Progress,Reporter 3,Assignee 4,2023-01-30,2024-11-20 10:01:53.785164,660,57.0,Critical,IT,Steps to resolve Delayed Patching of Known Vulnerabilities,249912.5,KPI,User_75,2023-01-30 15:43:00,login,DE,EU,1400,27,6,9407.5,15.5,Critical,Immediate Response
ISSUE-0266,KEY-0266,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Critical,Closed,Reporter 8,Assignee 7,2024-07-14,2024-07-19 00:00:00.000000,5,2.0,Low,Operations,Steps to resolve Missing or Inaccurate Asset Records,458894.0,KPI,User_77,2024-07-14 17:40:00,data_modification,Unknown,Unknown,900,35,21,7208.0,5.1,Medium,Increase Monitoring
ISSUE-0267,KEY-0267,Insufficient Access Control Measures,1,Control Effectiveness,High,Open,Reporter 5,Assignee 9,2023-03-17,2024-11-20 10:01:53.785164,614,35.79,Critical,Sales,Steps to resolve Insufficient Access Control Measures,1965710.0,KPI,User_14,2023-03-17 16:35:00,login,JP,JP,900,26,10,2942.0,13.058,Critical,Immediate Response
ISSUE-0268,KEY-0268,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,High,In Progress,Reporter 4,Assignee 4,2024-04-19,2024-11-20 10:01:53.785164,215,58.5,Critical,HR,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,882452.0,KPI,User_11,2024-04-19 19:32:00,data_modification,EU,CANADA,1696,28,17,1922.0,17.6,Critical,Immediate Response
ISSUE-0269,KEY-0269,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Low,In Progress,Reporter 7,Assignee 5,2024-05-03,2024-11-20 10:01:53.785164,201,40.45,Critical,Finance,Steps to resolve Delayed Patching of Known Vulnerabilities,732340.0,KPI,User_54,2024-05-03 02:16:00,data_modification,IN,IN,1565,26,9,3542.5,12.190000000000001,Critical,Immediate Response
ISSUE-0270,KEY-0270,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Critical,Open,Reporter 1,Assignee 13,2024-11-14,2024-11-20 10:01:53.785164,6,2.0,Low,Legal,Steps to resolve Access by Unauthorized Personnel Detected,2653118.0,KRI,User_91,2024-11-14 16:36:00,data_modification,CANADA,CANADA,1682,26,6,1889.0,5.1,Medium,Increase Monitoring
ISSUE-0271,KEY-0271,Weak Cloud Storage Access Controls,1,Cloud Security Posture,High,Closed,Reporter 1,Assignee 3,2024-10-07,2024-10-09 00:00:00.000000,2,46.55,Critical,Operations,Steps to resolve Weak Cloud Storage Access Controls,1900505.0,KRI,User_13,2024-10-07 15:43:00,file_access,Unknown,Unknown,900,28,17,5690.0,14.81,Critical,Immediate Response
