Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,Threat Score,Threat Level,Defense Action,Color
ISSUE-0011,KEY-0011,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Critical,Open,Reporter 5,Assignee 4,2023-04-10,2025-01-29 01:48:48.548031,660,35.23,Critical,Operations,Steps to resolve Non-Compliance with Data Protection Regulations,197711.0,KRI,User_18,2023-04-10 09:40:00,data_modification,IN,IN,2740,28,3,13889.0,13.145999999999999,Critical,Immediate System-wide Shutdown & Investigation | Limit Data Transfer,Dark Red
ISSUE-0012,KEY-0012,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Medium,Resolved,Reporter 1,Assignee 7,2023-12-04,2023-12-12 00:00:00.000000,8,77.81,Critical,Operations,Steps to resolve Increased Exposure due to Insufficient Data Encryption,301907.5,KRI,User_84,2023-12-04 15:35:00,data_modification,EU,FR,1345,26,15,4190.0,20.562,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0013,KEY-0013,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,High,Open,Reporter 5,Assignee 16,2023-03-20,2025-01-29 01:48:48.548031,681,48.42,Critical,External Contractors,Steps to resolve Insufficient Coverage in Annual Risk Assessment,2659313.0,KPI,User_60,2023-03-20 05:49:00,data_modification,JP,JP,930,31,3,1394.0,15.184000000000001,Critical,Escalate to Security Operations Center (SOC) & Block User | Limit Data Transfer,Red
ISSUE-0014,KEY-0014,Inconsistent Review of Security Policies,1,Management Oversight,Critical,Resolved,Reporter 10,Assignee 20,2023-06-25,2023-06-29 00:00:00.000000,4,63.86,Critical,External Contractors,Steps to resolve Inconsistent Review of Security Policies,408476.0,KPI,User_73,2023-06-25 23:05:00,file_access,EU,EU,2652,28,21,773.0,19.072,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0015,KEY-0015,Inconsistent Review of Security Policies,1,Management Oversight,High,Resolved,Reporter 10,Assignee 14,2024-12-06,2024-12-13 00:00:00.000000,7,107.77,Critical,HR,Steps to resolve Inconsistent Review of Security Policies,639374.0,KPI,User_57,2024-12-06 12:10:00,file_access,AU,AU,900,26,10,3305.0,27.254,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0016,KEY-0016,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Medium,In Progress,Reporter 7,Assignee 12,2024-05-10,2025-01-29 01:48:48.548031,264,20.1,Critical,HR,Steps to resolve Successful Phishing Attempt Targeting Executives,1381510.0,KRI,User_66,2024-05-10 04:08:00,file_access,IN,IN,900,26,3,1825.0,8.62,High,Alert Security Team & Review Logs | Limit Data Transfer,Orange
ISSUE-0017,KEY-0017,Insufficient Access Control Measures,1,Control Effectiveness,Medium,Open,Reporter 3,Assignee 12,2023-06-08,2025-01-29 01:48:48.548031,601,55.4,Critical,Legal,Steps to resolve Insufficient Access Control Measures,2481797.5,KPI,User_26,2023-06-08 14:59:00,data_modification,EU,EU,1774,26,3,4160.0,15.68,Critical,Isolate Affected System & Restrict User Access | Limit Data Transfer,Orange-Red
ISSUE-0018,KEY-0018,Supplier Security Compliance Gaps,1,Procurement Security,High,In Progress,Reporter 2,Assignee 2,2024-03-24,2025-01-29 01:48:48.548031,311,50.01,Critical,C-Suite Executives,Steps to resolve Supplier Security Compliance Gaps,1005050.0,KPI,User_9,2024-03-24 09:11:00,data_modification,AU,UK,1737,26,3,2171.0,15.502,Critical,Escalate to Security Operations Center (SOC) & Block User | Limit Data Transfer,Red
ISSUE-0019,KEY-0019,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Low,Closed,Reporter 4,Assignee 8,2024-01-24,2024-01-30 00:00:00.000000,6,14.84,Critical,Finance,Steps to resolve Access by Unauthorized Personnel Detected,941527.5,KRI,User_52,2024-01-24 13:36:00,data_modification,CN,CN,1385,26,21,2830.0,6.867999999999999,Medium,Log Activity for Reference | Limit Data Transfer,Light Yellow
ISSUE-0020,KEY-0020,Incomplete Risk Management Framework,1,Risk Management Maturity,High,In Progress,Reporter 2,Assignee 9,2023-10-17,2025-01-29 01:48:48.548031,470,37.93,Critical,Sales,Steps to resolve Incomplete Risk Management Framework,2906162.0,KPI,User_67,2023-10-17 16:35:00,data_modification,IN,IN,1416,26,17,710.0,13.486,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0021,KEY-0021,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Critical,Resolved,Reporter 6,Assignee 14,2024-09-08,2024-09-18 00:00:00.000000,10,63.83,Critical,Operations,Steps to resolve High-Volume Distributed Denial-of-Service Attack,2579363.0,KRI,User_24,2024-09-08 03:26:00,file_access,IN,IN,2308,26,3,8738.0,18.866,Critical,Immediate System-wide Shutdown & Investigation | Limit Data Transfer,Dark Red
ISSUE-0022,KEY-0022,Unauthorized Access Leading to Data Exposure,1,Data Breach,Critical,Closed,Reporter 6,Assignee 6,2023-09-09,2023-09-15 00:00:00.000000,6,28.04,Critical,External Contractors,Steps to resolve Unauthorized Access Leading to Data Exposure,245465.0,KRI,User_56,2023-09-09 02:57:00,data_modification,IN,UK,1093,28,17,12206.0,11.908000000000001,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0023,KEY-0023,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Low,Closed,Reporter 2,Assignee 14,2024-08-02,2024-08-09 00:00:00.000000,7,116.12,Critical,C-Suite Executives,Steps to resolve Successful Phishing Attempt Targeting Executives,2268390.0,KRI,User_9,2024-08-02 13:19:00,data_modification,Unknown,Unknown,2151,26,9,1385.0,27.124000000000006,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0024,KEY-0024,Outdated Operating System Components,1,System Vulnerability,Critical,Closed,Reporter 1,Assignee 9,2023-08-26,2023-09-01 00:00:00.000000,6,36.37,Critical,Operations,Steps to resolve Outdated Operating System Components,2410265.0,KPI,User_30,2023-08-26 17:14:00,login,FR,FR,900,26,13,1451.0,13.574000000000002,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0025,KEY-0025,Insufficient Access Control Measures,1,Control Effectiveness,Critical,Closed,Reporter 4,Assignee 2,2023-07-08,2023-07-15 00:00:00.000000,7,77.29,Critical,External Contractors,Steps to resolve Insufficient Access Control Measures,723041.0,KPI,User_73,2023-07-08 18:35:00,login,AU,CN,900,28,10,2156.0,21.758000000000003,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0026,KEY-0026,Weak Authentication Protocols,1,Access Control,Medium,Closed,Reporter 5,Assignee 6,2024-11-03,2024-11-08 00:00:00.000000,5,48.2,Critical,C-Suite Executives,Steps to resolve Weak Authentication Protocols,2456695.0,KPI,User_98,2024-11-03 11:45:00,file_access,CANADA,CANADA,900,26,6,610.0,14.440000000000001,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0027,KEY-0027,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Low,In Progress,Reporter 3,Assignee 14,2023-03-04,2025-01-29 01:48:48.548031,697,16.23,Critical,C-Suite Executives,Steps to resolve Weak Cloud Storage Access Controls,2147585.0,KRI,User_5,2023-03-04 18:30:00,file_access,AU,AU,900,26,18,1465.0,7.346,High,Flag for Review | Lock Account & Alert | Limit Data Transfer,Yellow-Orange
ISSUE-0028,KEY-0028,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Low,Open,Reporter 9,Assignee 15,2023-12-17,2025-01-29 01:48:48.548031,409,76.38,Critical,External Contractors,Steps to resolve Missing or Inaccurate Asset Records,555432.5,KPI,User_87,2023-12-17 11:26:00,data_modification,FR,FR,1744,30,15,2365.0,19.375999999999998,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0029,KEY-0029,Unauthorized Access Leading to Data Exposure,1,Data Breach,Medium,Resolved,Reporter 3,Assignee 1,2025-01-19,2025-01-23 00:00:00.000000,4,70.8,Critical,C-Suite Executives,Steps to resolve Unauthorized Access Leading to Data Exposure,791650.0,KRI,User_1,2025-01-19 19:58:00,data_modification,AU,AU,1056,26,9,3062.5,18.96,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0030,KEY-0030,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Medium,Open,Reporter 9,Assignee 6,2024-07-01,2025-01-29 01:48:48.548031,212,45.02,Critical,HR,Steps to resolve Access by Unauthorized Personnel Detected,1802217.5,KRI,User_14,2024-07-01 23:19:00,data_modification,FR,FR,900,26,6,6277.5,14.004000000000001,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0031,KEY-0031,Outdated Operating System Components,1,System Vulnerability,High,Open,Reporter 4,Assignee 3,2023-01-24,2025-01-29 01:48:48.548031,736,15.06,Critical,Finance,Steps to resolve Outdated Operating System Components,2729135.0,KPI,User_42,2023-01-24 12:58:00,login,IN,IN,900,26,13,7586.0,8.912,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0032,KEY-0032,Access by Unauthorized Personnel Detected,1,Unauthorized Access,High,Open,Reporter 5,Assignee 14,2023-01-07,2025-01-29 01:48:48.548031,753,72.74,Critical,HR,Steps to resolve Access by Unauthorized Personnel Detected,1909841.0,KRI,User_6,2023-01-07 21:47:00,login,EU,EU,1611,31,31,4013.0,20.448,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0033,KEY-0033,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Critical,Closed,Reporter 7,Assignee 20,2024-06-01,2024-06-05 00:00:00.000000,4,52.68,Critical,C-Suite Executives,Steps to resolve Insufficient Coverage in Annual Risk Assessment,679334.0,KPI,User_50,2024-06-01 09:06:00,data_modification,UK,UK,900,26,21,716.0,16.836000000000002,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0034,KEY-0034,Insufficient Access Control Measures,1,Control Effectiveness,Critical,In Progress,Reporter 10,Assignee 10,2024-06-06,2025-01-29 01:48:48.548031,237,68.95,Critical,External Contractors,Steps to resolve Insufficient Access Control Measures,1616660.0,KPI,User_60,2024-06-06 10:16:00,login,Unknown,Unknown,900,31,17,5243.0,20.29,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0035,KEY-0035,Supplier Security Compliance Gaps,1,Procurement Security,Medium,Open,Reporter 3,Assignee 10,2024-05-29,2025-01-29 01:48:48.548031,245,33.29,Critical,HR,Steps to resolve Supplier Security Compliance Gaps,824487.5,KPI,User_78,2024-05-29 20:48:00,file_access,EU,EU,900,26,12,6365.0,11.658000000000001,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0036,KEY-0036,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,High,Open,Reporter 1,Assignee 12,2025-01-05,2025-01-29 01:48:48.548031,24,20.96,Critical,Operations,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1521965.0,KRI,User_40,2025-01-05 16:59:00,login,USA,USA,1057,28,6,3101.0,10.092,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0037,KEY-0037,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Medium,Closed,Reporter 4,Assignee 2,2023-10-17,2023-10-22 00:00:00.000000,5,34.77,Critical,C-Suite Executives,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1235172.5,KPI,User_68,2023-10-17 21:49:00,data_modification,FR,FR,900,26,12,9287.5,11.754000000000001,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0038,KEY-0038,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Critical,In Progress,Reporter 9,Assignee 7,2024-04-23,2025-01-29 01:48:48.548031,281,28.84,Critical,External Contractors,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1385456.0,KRI,User_93,2024-04-23 14:00:00,data_modification,CANADA,CANADA,1686,26,10,6890.0,12.268,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0039,KEY-0039,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Low,Closed,Reporter 4,Assignee 6,2023-06-22,2023-06-30 00:00:00.000000,8,38.37,Critical,HR,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1044762.5,KPI,User_4,2023-06-22 16:21:00,file_access,DE,FR,900,26,15,862.5,11.774,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0040,KEY-0040,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Low,Closed,Reporter 8,Assignee 2,2024-04-10,2024-04-14 00:00:00.000000,4,32.17,Critical,IT,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,428532.5,KRI,User_9,2024-04-10 01:01:00,login,CANADA,CANADA,2147,26,18,885.0,10.334000000000001,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0041,KEY-0041,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Critical,Resolved,Reporter 1,Assignee 5,2023-02-25,2023-02-28 00:00:00.000000,3,39.41,Critical,C-Suite Executives,Steps to resolve High-Volume Distributed Denial-of-Service Attack,549461.0,KRI,User_43,2023-02-25 03:14:00,login,EU,EU,900,26,24,4433.0,13.982,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0042,KEY-0042,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Low,In Progress,Reporter 5,Assignee 17,2023-11-07,2025-01-29 01:48:48.548031,449,59.07,Critical,External Contractors,Steps to resolve Successful Phishing Attempt Targeting Executives,1975347.5,KRI,User_38,2023-11-07 11:07:00,data_modification,USA,USA,1754,26,9,1595.0,15.914,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0043,KEY-0043,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Low,Open,Reporter 9,Assignee 11,2023-02-12,2025-01-29 01:48:48.548031,717,44.51,Critical,HR,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1854287.5,KRI,User_16,2023-02-12 18:11:00,file_access,IN,IN,1072,26,18,3647.5,13.001999999999999,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0044,KEY-0044,Incomplete Risk Management Framework,1,Risk Management Maturity,Low,Closed,Reporter 4,Assignee 5,2024-05-23,2024-05-27 00:00:00.000000,4,88.98,Critical,Finance,Steps to resolve Incomplete Risk Management Framework,1541467.5,KPI,User_32,2024-05-23 13:34:00,data_modification,CN,CN,960,26,9,2967.5,21.696000000000005,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0045,KEY-0045,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Critical,Resolved,Reporter 1,Assignee 9,2023-11-02,2023-11-05 00:00:00.000000,3,59.18,Critical,Legal,Steps to resolve Successful Phishing Attempt Targeting Executives,1485062.0,KRI,User_14,2023-11-02 18:35:00,login,AU,CN,1317,26,3,1619.0,17.536,Critical,Immediate System-wide Shutdown & Investigation | Limit Data Transfer,Dark Red
ISSUE-0046,KEY-0046,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Low,Resolved,Reporter 3,Assignee 6,2023-04-27,2023-05-07 00:00:00.000000,10,58.4,Critical,IT,Steps to resolve Successful Phishing Attempt Targeting Executives,1590252.5,KRI,User_76,2023-04-27 10:56:00,data_modification,CANADA,CANADA,900,26,9,7527.5,15.78,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0047,KEY-0047,Insufficient Access Control Measures,1,Control Effectiveness,Low,Resolved,Reporter 9,Assignee 1,2023-08-18,2023-08-26 00:00:00.000000,8,26.69,Critical,Legal,Steps to resolve Insufficient Access Control Measures,1512325.0,KPI,User_45,2023-08-18 15:25:00,data_modification,UK,UK,1522,26,15,2370.0,9.438,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0048,KEY-0048,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Low,Closed,Reporter 10,Assignee 12,2024-10-19,2024-10-21 00:00:00.000000,2,2.0,Low,HR,Steps to resolve Weak Cloud Storage Access Controls,130970.0,KRI,User_46,2024-10-19 22:46:00,file_access,FR,FR,2091,26,12,3237.5,2.5,Low,No Action Needed | Limit Data Transfer,Green
ISSUE-0049,KEY-0049,Incomplete Risk Management Framework,1,Risk Management Maturity,Low,In Progress,Reporter 7,Assignee 8,2024-11-21,2025-01-29 01:48:48.548031,69,77.07,Critical,Legal,Steps to resolve Incomplete Risk Management Framework,1148825.0,KPI,User_66,2024-11-21 07:54:00,data_modification,IN,IN,900,26,6,2497.5,19.514,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0050,KEY-0050,Insufficient Access Control Measures,1,Control Effectiveness,Critical,Resolved,Reporter 10,Assignee 6,2024-12-14,2024-12-20 00:00:00.000000,6,73.83,Critical,Finance,Steps to resolve Insufficient Access Control Measures,716144.0,KPI,User_89,2024-12-14 19:25:00,data_modification,IN,IN,1114,26,13,12734.0,21.066,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0051,KEY-0051,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,High,Closed,Reporter 3,Assignee 8,2023-03-09,2023-03-17 00:00:00.000000,8,114.86,Critical,C-Suite Executives,Steps to resolve Insufficient Coverage in Annual Risk Assessment,441218.0,KPI,User_30,2023-03-09 03:22:00,file_access,IN,IN,2773,26,21,1892.0,28.872,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0052,KEY-0052,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Critical,Resolved,Reporter 1,Assignee 8,2024-04-23,2024-05-03 00:00:00.000000,10,70.69,Critical,Sales,Steps to resolve Successful Phishing Attempt Targeting Executives,2464439.0,KRI,User_17,2024-04-23 08:13:00,login,FR,EU,900,26,17,1922.0,20.637999999999998,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0053,KEY-0053,Outdated Operating System Components,1,System Vulnerability,Low,Closed,Reporter 10,Assignee 3,2025-01-23,2025-02-02 00:00:00.000000,10,88.3,Critical,Operations,Steps to resolve Outdated Operating System Components,1977972.5,KPI,User_66,2025-01-23 05:34:00,file_access,CN,Unknown,900,30,9,2450.0,21.76,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0054,KEY-0054,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Low,Closed,Reporter 6,Assignee 8,2023-05-28,2023-05-30 00:00:00.000000,2,70.79,Critical,Finance,Steps to resolve Weak Cloud Storage Access Controls,1723020.0,KRI,User_84,2023-05-28 20:45:00,file_access,DE,DE,900,26,12,1062.5,17.858000000000004,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0055,KEY-0055,Detected Malware Infiltration in Internal Systems,1,Malware,Critical,In Progress,Reporter 8,Assignee 7,2024-08-30,2025-01-29 01:48:48.548031,152,29.47,Critical,C-Suite Executives,Steps to resolve Detected Malware Infiltration in Internal Systems,611045.0,KRI,User_73,2024-08-30 20:32:00,login,USA,JP,1048,26,13,11165.0,12.394,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0056,KEY-0056,Unauthorized Access Leading to Data Exposure,1,Data Breach,Critical,Closed,Reporter 4,Assignee 6,2024-11-22,2024-11-28 00:00:00.000000,6,61.92,Critical,IT,Steps to resolve Unauthorized Access Leading to Data Exposure,2672078.0,KRI,User_79,2024-11-22 09:31:00,data_modification,DE,DE,2434,26,13,2294.0,18.684,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0057,KEY-0057,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Low,Resolved,Reporter 1,Assignee 9,2024-10-12,2024-10-13 00:00:00.000000,1,52.43,Critical,C-Suite Executives,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1415982.5,KRI,User_87,2024-10-12 14:23:00,file_access,Unknown,Unknown,1965,26,30,682.5,14.186,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0058,KEY-0058,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Medium,Closed,Reporter 6,Assignee 6,2024-06-30,2024-07-03 00:00:00.000000,3,65.29,Critical,Sales,Steps to resolve Non-Compliance with Data Protection Regulations,1201532.5,KRI,User_71,2024-06-30 05:27:00,data_modification,IN,IN,900,26,9,3832.5,17.658,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0059,KEY-0059,High-Volume Distributed Denial-of-Service Attack,1,DDOS,High,Closed,Reporter 2,Assignee 19,2023-12-29,2024-01-01 00:00:00.000000,3,74.02,Critical,Finance,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1351202.0,KRI,User_77,2023-12-29 02:09:00,file_access,IN,IN,900,28,10,3809.0,20.304000000000002,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
